duoarea,area-name,product,product-name,process,process-name,series,series-description,value,year,month,Cluster_Label
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,3.09,2022,4,282
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.417142857142857,2022,4,278
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.406190476190476,2022,4,276
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.234,2022,4,286
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.388095238095238,2022,4,284
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.3647619047619046,2022,4,279
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,3.207,2022,4,281
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.981,2022,4,282
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.223,2022,4,277
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.3171428571428567,2022,4,284
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.3607142857142858,2022,4,278
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.294047619047619,2022,4,279
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,3.039,2022,4,285
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.084,2022,4,286
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,3.116,2022,4,281
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,3.087,2022,4,283
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.137,2022,4,280
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.389,2022,4,287
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.3388095238095237,2022,4,276
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.416904761904762,2022,4,276
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.146,2022,4,286
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,3.184,2022,4,283
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.4645238095238096,2022,4,278
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.377,2022,4,277
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,3.057,2022,4,282
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.685,2022,4,287
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.368333333333333,2022,4,284
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,3.129,2022,4,285
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.236,2022,4,280
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,3.218,2022,4,281
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.3154761904761902,2022,4,279
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,3.299,2022,3,288
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.01,2022,3,299
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.5542857142857143,2022,3,289
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.317,2022,3,290
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.6271428571428572,2022,3,291
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.7,2022,3,292
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.690714285714286,2022,3,293
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.4771428571428573,2022,3,294
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,3.374,2022,3,295
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,3.4,2022,3,296
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.471,2022,3,297
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,3.205,2022,3,298
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.926,2022,3,298
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,3.088,2022,3,295
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,3.122,2022,3,296
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,3.007,2022,3,288
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.036,2022,3,297
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.298,2022,3,299
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.2995238095238095,2022,3,289
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.149,2022,3,292
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.2447619047619045,2022,3,294
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.353809523809524,2022,3,291
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.959,2022,3,290
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.3911904761904763,2022,3,293
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.6180952380952376,2022,3,291
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.247,2022,3,290
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.533,2022,3,292
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,3.404,2022,3,296
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,3.271,2022,3,288
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.377,2022,3,297
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.707,2022,3,299
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.527142857142857,2022,3,289
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,3.17,2022,3,298
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.7007142857142856,2022,3,293
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.4428571428571426,2022,3,294
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,3.367,2022,3,295
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.239,2022,3,292
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,3.043,2022,3,298
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,3.198,2022,3,295
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.097,2022,3,297
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.5385714285714287,2022,3,293
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.388,2022,3,299
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,3.129,2022,3,288
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,3.204,2022,3,296
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.373571428571428,2022,3,289
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.2852380952380953,2022,3,294
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.464285714285714,2022,3,291
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.981,2022,3,290
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.811,2022,2,300
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.19547619047619,2022,2,301
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.0797619047619045,2022,2,302
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.88,2022,2,303
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.809,2022,2,304
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.849,2022,2,305
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.755,2022,2,306
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.1204761904761904,2022,2,307
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.163333333333333,2022,2,308
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.855,2022,2,309
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.734,2022,2,310
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.714,2022,2,311
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.2095238095238092,2022,2,301
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.1257142857142854,2022,2,307
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.1704761904761902,2022,2,308
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.803,2022,2,309
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.081190476190476,2022,2,302
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.713,2022,2,306
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.689,2022,2,310
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.779,2022,2,300
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.85,2022,2,305
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.667,2022,2,311
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.831,2022,2,303
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.757,2022,2,304
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.794,2022,2,303
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.635,2022,2,311
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.677,2022,2,306
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.673,2022,2,310
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.1247619047619044,2022,2,308
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.842,2022,2,305
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.059761904761905,2022,2,302
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.722,2022,2,304
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.091190476190476,2022,2,307
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.741,2022,2,300
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.1585714285714284,2022,2,301
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.766,2022,2,309
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.704,2022,2,300
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.639,2022,2,306
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.658,2022,2,304
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.797,2022,2,305
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,2.0221428571428572,2022,2,302
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.0876190476190475,2022,2,308
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.692,2022,2,309
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.612,2022,2,310
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.69,2022,2,303
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.598,2022,2,311
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.129523809523809,2022,2,301
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.0535714285714284,2022,2,307
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.046190476190476,2022,1,312
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.587,2022,1,313
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.0164285714285715,2022,1,314
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.591,2022,1,315
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.489,2022,1,316
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.724,2022,1,317
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.9902380952380951,2022,1,318
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.667,2022,1,319
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.6,2022,1,320
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.489,2022,1,321
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.9652380952380952,2022,1,322
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.547,2022,1,323
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.9807142857142856,2022,1,322
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,2.003095238095238,2022,1,318
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,2.0257142857142854,2022,1,314
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.63,2022,1,319
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.561,2022,1,315
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.050238095238095,2022,1,312
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.682,2022,1,317
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.523,2022,1,323
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.454,2022,1,316
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.556,2022,1,313
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.448,2022,1,321
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.564,2022,1,320
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.9121428571428571,2022,1,318
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.894047619047619,2022,1,322
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.478,2022,1,315
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.37,2022,1,316
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.448,2022,1,323
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.531,2022,1,319
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.481,2022,1,320
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.365,2022,1,321
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.943095238095238,2022,1,312
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.578,2022,1,317
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.93,2022,1,314
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.476,2022,1,313
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.409,2022,1,319
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.8328571428571427,2022,1,318
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.8538095238095238,2022,1,312
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.8202380952380952,2022,1,322
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.8447619047619048,2022,1,314
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.378,2022,1,315
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.357,2022,1,323
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.399,2022,1,320
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.394,2022,1,313
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.286,2022,1,321
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.291,2022,1,316
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.435,2022,1,317
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.357,2021,12,324
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.7909523809523809,2021,12,325
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.339,2021,12,326
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.252,2021,12,327
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.255,2021,12,328
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.356,2021,12,329
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.256,2021,12,330
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.7780952380952382,2021,12,331
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.8109523809523809,2021,12,332
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.802142857142857,2021,12,333
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.315,2021,12,334
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.366,2021,12,335
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.261,2021,12,324
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.268,2021,12,335
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.149,2021,12,328
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.148,2021,12,327
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.154,2021,12,330
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.7019047619047618,2021,12,332
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.6878571428571427,2021,12,325
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.252,2021,12,329
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.6773809523809524,2021,12,331
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.6976190476190474,2021,12,333
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.242,2021,12,326
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.218,2021,12,334
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.131,2021,12,330
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.6959523809523809,2021,12,332
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.6833333333333333,2021,12,325
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.214,2021,12,326
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.227,2021,12,329
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.118,2021,12,327
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.231,2021,12,335
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.6754761904761906,2021,12,331
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.6909523809523808,2021,12,333
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.228,2021,12,324
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.12,2021,12,328
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.191,2021,12,334
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.111,2021,12,330
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.189,2021,12,334
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.211,2021,12,329
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.232,2021,12,335
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.102,2021,12,328
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.099,2021,12,327
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.225,2021,12,324
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.687142857142857,2021,12,325
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.6807142857142856,2021,12,331
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.6976190476190474,2021,12,332
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.6933333333333334,2021,12,333
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.211,2021,12,326
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.96,2021,12,327
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.5926190476190476,2021,12,332
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.062,2021,12,334
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.091,2021,12,324
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.5802380952380952,2021,12,325
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.5733333333333333,2021,12,331
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.958,2021,12,328
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.029,2021,12,329
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.986,2021,12,330
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.5866666666666667,2021,12,333
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.099,2021,12,335
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.08,2021,12,326
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.362,2021,11,336
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.8402380952380952,2021,11,337
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.854285714285714,2021,11,338
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.232,2021,11,339
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.364,2021,11,340
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.236,2021,11,341
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.249,2021,11,342
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.8083333333333333,2021,11,343
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.306,2021,11,344
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.342,2021,11,345
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.8238095238095235,2021,11,346
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.355,2021,11,347
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.353,2021,11,347
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.374,2021,11,340
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.332,2021,11,345
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.8814285714285712,2021,11,338
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.815,2021,11,343
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.8638095238095238,2021,11,337
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.293,2021,11,344
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.219,2021,11,339
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.24,2021,11,342
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.8397619047619045,2021,11,346
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.366,2021,11,336
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.222,2021,11,341
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.286,2021,11,342
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.8897619047619048,2021,11,346
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.443,2021,11,336
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.269,2021,11,339
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.456,2021,11,340
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.394,2021,11,345
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.8595238095238094,2021,11,343
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.9211904761904761,2021,11,337
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.421,2021,11,347
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.27,2021,11,341
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.951428571428571,2021,11,338
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.325,2021,11,344
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.425,2021,11,347
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.9157142857142855,2021,11,337
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.28,2021,11,339
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.462,2021,11,340
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.947142857142857,2021,11,338
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.8826190476190474,2021,11,346
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.397,2021,11,345
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.279,2021,11,341
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.306,2021,11,342
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.8504761904761904,2021,11,343
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.448,2021,11,336
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.362,2021,11,344
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.4,2021,10,348
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.9878571428571425,2021,10,349
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.9195238095238096,2021,10,350
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.887857142857143,2021,10,351
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.355,2021,10,352
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.504,2021,10,353
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.476,2021,10,354
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.9557142857142855,2021,10,355
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.481,2021,10,356
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.333,2021,10,357
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.534,2021,10,358
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.519,2021,10,359
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.9321428571428572,2021,10,350
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.959047619047619,2021,10,355
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,2.487,2021,10,354
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.9054761904761903,2021,10,351
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.537,2021,10,353
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.37,2021,10,357
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.9788095238095238,2021,10,349
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.517,2021,10,356
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.55,2021,10,359
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.424,2021,10,348
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,2.388,2021,10,352
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.558,2021,10,358
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.526,2021,10,359
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,2.324,2021,10,357
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.9295238095238096,2021,10,349
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.8792857142857144,2021,10,351
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,2.364,2021,10,348
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.8976190476190475,2021,10,350
